,Напряжение бортовой сети,Количество топлива,Напряжение аккумуляторной батареи,Оценка риска,Источник риска
3090,12.339284,34.319437,12.2,0.2629023412129933,Неустойчивое напряжение бортовой сети
3100,12.336114,34.285135,12.2,0.2607692013600794,Неустойчивое напряжение бортовой сети
3110,12.374015,34.247094,12.2,0.2602121873574409,Неустойчивое напряжение бортовой сети
3120,12.411348,34.207414,12.2,0.25877962682889794,Неустойчивое напряжение бортовой сети
3130,12.198063,34.171414,12.2,0.25324456427184094,Неустойчивое напряжение бортовой сети
3140,12.392173,34.129597,12.2,0.2766627944740086,Неустойчивое напряжение бортовой сети
3150,12.353296,34.090605,12.2,0.28554719265099215,Неустойчивое напряжение бортовой сети
3160,12.303761,34.04932,12.2,0.2890672477929613,Неустойчивое напряжение бортовой сети
3170,12.327388,33.998933,12.2,0.29063928605119527,Неустойчивое напряжение бортовой сети
3180,12.367033,33.944587,12.2,0.2915812725777605,Неустойчивое напряжение бортовой сети
3190,12.386243,33.890237,12.2,0.29211243020160543,Неустойчивое напряжение бортовой сети
3200,12.367357,33.838457,12.2,0.29266354687434215,Неустойчивое напряжение бортовой сети
3210,12.2896,33.787812,12.2,0.29320636907402114,Неустойчивое напряжение бортовой сети
3220,12.265672,33.735584,12.2,0.2772289159824713,Неустойчивое напряжение бортовой сети
3230,12.279436,33.679234,12.2,0.2760592151511564,Неустойчивое напряжение бортовой сети
3240,12.318236,33.621106,12.2,0.2760131852032766,Неустойчивое напряжение бортовой сети
3250,12.346399,33.568844,12.2,0.2763943252383044,Неустойчивое напряжение бортовой сети
3260,12.361242,33.524544,12.2,0.27689355876028104,Неустойчивое напряжение бортовой сети
3270,12.32404,33.477531,12.2,0.27749346418877663,Неустойчивое напряжение бортовой сети
3280,12.292204,33.429512,12.2,0.2780094749723585,Неустойчивое напряжение бортовой сети
3290,12.295005,33.381117,12.2,0.27853178930939904,Неустойчивое напряжение бортовой сети
3300,12.329869,33.332583,12.2,0.2790600116959353,Неустойчивое напряжение бортовой сети
3310,12.36797,33.283547,12.2,0.2771109539103683,Неустойчивое напряжение бортовой сети
3320,12.370789,33.233528,12.2,0.2744313638787268,Неустойчивое напряжение бортовой сети
3330,12.338964,33.183089,12.2,0.273801021845716,Неустойчивое напряжение бортовой сети
3340,12.301754,33.134869,12.2,0.27392868029341894,Неустойчивое напряжение бортовой сети
3350,12.29337,33.09166,12.2,0.2743203486579665,Неустойчивое напряжение бортовой сети
3360,12.294901,33.050605,12.2,0.27479077255750545,Неустойчивое напряжение бортовой сети
3370,12.333703,33.009546,12.2,0.27506390111433193,Неустойчивое напряжение бортовой сети
3380,12.347483,32.967072,12.2,0.27546009304303687,Неустойчивое напряжение бортовой сети
3390,12.323571,32.923974,12.2,0.27591262169462355,Неустойчивое напряжение бортовой сети
3400,12.283951,32.884298,12.2,0.2763914044833595,Неустойчивое напряжение бортовой сети
3410,12.197007,32.852335,12.2,0.27854788831484334,Неустойчивое напряжение бортовой сети
3420,12.279977,32.809906,12.2,0.29500195857153333,Неустойчивое напряжение бортовой сети
3430,12.319621,32.761493,12.2,0.3013525597908659,Неустойчивое напряжение бортовой сети
3440,12.343265,32.708745,12.2,0.3040294662107775,Неустойчивое напряжение бортовой сети
3450,12.329171,32.654092,12.2,0.3053867794227122,Неустойчивое напряжение бортовой сети
3460,12.35366,32.601938,12.2,0.3062623131321557,Неустойчивое напряжение бортовой сети
3470,12.32575,32.556116,12.2,0.30685190262382883,Неустойчивое напряжение бортовой сети
3480,12.334461,32.506544,12.2,0.3073955026209682,Неустойчивое напряжение бортовой сети
3490,12.371787,32.456459,12.2,0.30794993817788385,Неустойчивое напряжение бортовой сети
3500,12.403411,32.407728,12.2,0.2938988754706912,Неустойчивое напряжение бортовой сети
3510,12.38533,32.359608,12.2,0.28201278456896284,Неустойчивое напряжение бортовой сети
3520,12.350298,32.312795,12.2,0.2769062325706432,Неустойчивое напряжение бортовой сети
3530,12.315596,32.268372,12.2,0.2753859942938662,Неустойчивое напряжение бортовой сети
3540,12.313128,32.224969,12.2,0.2769855481847121,Неустойчивое напряжение бортовой сети
3550,12.345163,32.185903,12.2,0.2784455540589532,Неустойчивое напряжение бортовой сети
3560,12.382613,32.150545,12.2,0.27932959009990355,Неустойчивое напряжение бортовой сети
3570,12.390668,32.105607,12.2,0.2799334790864242,Неустойчивое напряжение бортовой сети
3580,12.362271,32.05672,12.2,0.2805019290204715,Неустойчивое напряжение бортовой сети
3590,12.323544,31.996819,12.2,0.28107708059943465,Неустойчивое напряжение бортовой сети
3600,12.310094,31.956563,12.2,0.2817513201567701,Неустойчивое напряжение бортовой сети
3610,12.344075,31.9195,12.2,0.28285149227686823,Неустойчивое напряжение бортовой сети
3620,12.384833,31.881126,12.2,0.2835451116467089,Неустойчивое напряжение бортовой сети
3630,12.403424,31.843387,12.2,0.2840996833715241,Неустойчивое напряжение бортовой сети
3640,12.383922,31.801624,12.2,0.28459856652579996,Неустойчивое напряжение бортовой сети
3650,12.196893,31.771057,12.2,0.2851089707804574,Неустойчивое напряжение бортовой сети
3660,12.196838,31.745172,12.2,0.3052927441693072,Неустойчивое напряжение бортовой сети
3670,12.196783,31.717253,12.2,0.31292111062166,Неустойчивое напряжение бортовой сети
3680,12.366664,31.681939,12.2,0.315946281909789,Неустойчивое напряжение бортовой сети
3690,12.394326,31.643415,12.2,0.31732508483282984,Неустойчивое напряжение бортовой сети
3700,12.385273,31.595468,12.2,0.3181230836264975,Неустойчивое напряжение бортовой сети
3710,12.352462,31.549893,12.2,0.31864749338694354,Неустойчивое напряжение бортовой сети
3720,12.321052,31.49789,12.2,0.31918756714902263,Неустойчивое напряжение бортовой сети
3730,12.324555,31.452882,12.2,0.3197837006856861,Неустойчивое напряжение бортовой сети
3740,12.359751,31.41363,12.2,0.32034748165638716,Неустойчивое напряжение бортовой сети
3750,12.196725,31.383394,12.2,0.32085575094673,Неустойчивое напряжение бортовой сети
3760,12.196677,31.363995,12.2,0.32128395969914336,Неустойчивое напряжение бортовой сети
3770,12.196627,31.352403,12.2,0.3215975446606282,Неустойчивое напряжение бортовой сети
3780,12.196574,31.340819,12.2,0.32180864615778915,Неустойчивое напряжение бортовой сети
3790,12.19652,31.329234,12.2,0.3219828724788027,Неустойчивое напряжение бортовой сети
3800,12.196466,31.31765,12.2,0.3221440958981184,Неустойчивое напряжение бортовой сети
3810,12.196411,31.306066,12.2,0.32230096264899877,Неустойчивое напряжение бортовой сети
3820,12.196359,31.294481,12.2,0.3224570309439589,Неустойчивое напряжение бортовой сети
3830,12.196306,31.282897,12.2,0.32261275468678524,Неустойчивое напряжение бортовой сети
3840,12.19625,31.271312,12.2,0.3227685781249415,Неустойчивое напряжение бортовой сети
3850,12.196191,31.259728,12.2,0.3229250282473112,Неустойчивое напряжение бортовой сети
3860,12.196137,31.248144,12.2,0.323082260091528,Неустойчивое напряжение бортовой сети
3870,12.196086,31.236559,12.2,0.32323900110254017,Неустойчивое напряжение бортовой сети
3880,12.196038,31.224975,12.2,0.32339515018078646,Неустойчивое напряжение бортовой сети
3890,12.19599,31.21339,12.2,0.32355058520754526,Неустойчивое напряжение бортовой сети
3900,12.19594,31.201806,12.2,0.3237058222065509,Неустойчивое напряжение бортовой сети
3910,12.255939,31.17942,12.2,0.3238614132827044,Неустойчивое напряжение бортовой сети
3920,12.265384,31.128975,12.2,0.324093219523486,Неустойчивое напряжение бортовой сети
3930,12.302945,31.08602,12.2,0.324573696975265,Неустойчивое напряжение бортовой сети
3940,12.334139,31.043058,12.2,0.32508785323914163,Неустойчивое напряжение бортовой сети
3950,12.330286,31.005948,12.2,0.3256153452769077,Неустойчивое напряжение бортовой сети
3960,12.374559,30.971423,12.2,0.3261023146335757,Неустойчивое напряжение бортовой сети
3970,12.195873,30.938782,12.2,0.3265539733078031,Неустойчивое напряжение бортовой сети
3980,12.195819,30.908476,12.2,0.3269880961926036,Неустойчивое напряжение бортовой сети
3990,12.31864,30.878728,12.2,0.3273958939899991,Неустойчивое напряжение бортовой сети
4000,12.407718,30.830781,12.2,0.3277808935219293,Неустойчивое напряжение бортовой сети
4010,12.398901,30.785131,12.2,0.3283037735675351,Неустойчивое напряжение бортовой сети
4020,12.370015,30.740802,12.2,0.3288602685612763,Неустойчивое напряжение бортовой сети
4030,12.195747,30.706458,12.2,0.32941949961279304,Неустойчивое напряжение бортовой сети
4040,12.195692,30.692711,12.2,0.32991242979698476,Неустойчивое напряжение бортовой сети
4050,12.195637,30.681127,12.2,0.33021242046005733,Неустойчивое напряжение бортовой сети
4060,12.366698,30.661747,12.2,0.3304230224234631,Неустойчивое напряжение бортовой сети
4070,12.389351,30.609881,12.2,0.3306546254941677,Неустойчивое напряжение бортовой сети
4080,12.369239,30.565605,12.2,0.3311575983838644,Неустойчивое напряжение бортовой сети
4090,12.19613,30.529305,12.2,0.3317004033435572,Неустойчивое напряжение бортовой сети
4100,12.306751,30.486323,12.2,0.3321949449705581,Неустойчивое напряжение бортовой сети
4110,12.353546,30.448104,12.2,0.33272711459233717,Неустойчивое напряжение бортовой сети
4120,12.195547,30.417654,12.2,0.3332346042127331,Неустойчивое напряжение бортовой сети
4130,12.195499,30.399892,12.2,0.3336833402277464,Неустойчивое напряжение бортовой сети
4140,12.195452,30.388295,12.2,0.3339999157114256,Неустойчивое напряжение бортовой сети
4150,12.195403,30.376711,12.2,0.33421759392927675,Неустойчивое напряжение бортовой сети
4160,12.195351,30.365127,12.2,0.334398824211408,Неустойчивое напряжение бортовой сети
4170,12.195297,30.353542,12.2,0.334567489063323,Неустойчивое напряжение бортовой сети
4180,12.195245,30.341958,12.2,0.3347322403046694,Неустойчивое напряжение бортовой сети
4190,12.195197,30.31983,12.2,0.33489596749189054,Неустойчивое напряжение бортовой сети
4200,12.19515,30.28851,12.2,0.33514615049416574,Неустойчивое напряжение бортовой сети
4210,12.347396,30.243854,12.2,0.3355041643855702,Неустойчивое напряжение бортовой сети
4220,12.3107,30.198673,12.2,0.3360050575277775,Неустойчивое напряжение бортовой сети
4230,12.303696,30.153116,12.2,0.3365638874056003,Неустойчивое напряжение бортовой сети
4240,12.332822,30.110748,12.2,0.3371481691435335,Неустойчивое напряжение бортовой сети
4250,12.369662,30.076806,12.2,0.33771563288780165,Неустойчивое напряжение бортовой сети
4260,12.369227,30.030147,12.2,0.3382066301212572,Неустойчивое напряжение бортовой сети
4270,12.344205,29.983639,12.2,0.33877624574647236,Неустойчивое напряжение бортовой сети
4280,12.304716,29.932678,12.2,0.3393745697664845,Неустойчивое напряжение бортовой сети
4290,12.287063,29.879741,12.2,0.3217852099320939,Неустойчивое напряжение бортовой сети
4300,12.307477,29.831632,12.2,0.3185987855407412,Неустойчивое напряжение бортовой сети
4310,12.393305,29.795119,12.2,0.31784914629855143,Неустойчивое напряжение бортовой сети
4320,12.19508,29.763597,12.2,0.3178937448453527,Неустойчивое напряжение бортовой сети
4330,12.400408,29.727364,12.2,0.33355791584909034,Неустойчивое напряжение бортовой сети
4340,12.361267,29.677819,12.2,0.3397500232112136,Неустойчивое напряжение бортовой сети
4350,12.334372,29.622522,12.2,0.34243029062913766,Неустойчивое напряжение бортовой сети
4360,12.198207,29.577893,12.2,0.34388864252305046,Неустойчивое напряжение бортовой сети
4370,12.195003,29.560524,12.2,0.3448076393993534,Неустойчивое напряжение бортовой сети
4380,12.194955,29.548939,12.2,0.3452029341224514,Неустойчивое напряжение бортовой сети
4390,12.194909,29.533319,12.2,0.34545432689771727,Неустойчивое напряжение бортовой сети
4400,12.382555,29.493437,12.2,0.3456866603746147,Неустойчивое напряжение бортовой сети
4410,12.283783,29.442724,12.2,0.34611437201914313,Неустойчивое напряжение бортовой сети
4420,12.282715,29.390385,12.2,0.3467096851079172,Неустойчивое напряжение бортовой сети
4430,12.315562,29.341628,12.2,0.3473835805747808,Неустойчивое напряжение бортовой сети
4440,12.35212,29.294497,12.2,0.3480568159170517,Неустойчивое напряжение бортовой сети
4450,12.358777,29.251799,12.2,0.34871657899162223,Неустойчивое напряжение бортовой сети
4460,12.197042,29.217501,12.2,0.3493321019772755,Неустойчивое напряжение бортовой сети
4470,12.194838,29.186795,12.2,0.349857611300213,Неустойчивое напряжение бортовой сети
4480,12.19478,29.155347,12.2,0.350330357781544,Неустойчивое напряжение бортовой сети
4490,12.30741,29.119975,12.2,0.3507888920123463,Неустойчивое напряжение бортовой сети
4500,12.34686,29.082889,12.2,0.35126800741421604,Неустойчивое напряжение бортовой сети
4510,12.362368,29.037667,12.2,0.3517708745590347,Неустойчивое напряжение бортовой сети
4520,12.341653,28.983568,12.2,0.3523560985002421,Неустойчивое напряжение бортовой сети
4530,12.301931,28.943979,12.2,0.3530521398289183,Неустойчивое напряжение бортовой сети
4540,12.195015,28.907795,12.2,0.3536603708241398,Неустойчивое напряжение бортовой сети
4550,12.295446,28.864775,12.2,0.35420645101864767,Неустойчивое напряжение бортовой сети
4560,12.391008,28.826519,12.2,0.35479167489819724,Неустойчивое напряжение бортовой сети
4570,12.417647,28.786353,12.2,0.35531067356702506,Неустойчивое напряжение бортовой сети
4580,12.40723,28.73732,12.2,0.35586099619629824,Неустойчивое напряжение бортовой сети
4590,12.369338,28.684421,12.2,0.3565048803661046,Неустойчивое напряжение бортовой сети
4600,12.195526,28.641894,12.2,0.357219780743517,Неустойчивое напряжение бортовой сети
4610,12.194698,28.624864,12.2,0.35786733215744465,Неустойчивое напряжение бортовой сети
4620,12.194644,28.613278,12.2,0.35830994771082436,Неустойчивое напряжение бортовой сети
4630,12.194593,28.596076,12.2,0.3585847601337339,Неустойчивое напряжение бортовой сети
4640,12.38677,28.552242,12.2,0.35884820809301005,Неустойчивое напряжение бортовой сети
4650,12.353727,28.496677,12.2,0.35934286411660377,Неустойчивое напряжение бортовой сети
4660,12.349747,28.445515,12.2,0.3600319933846837,Неустойчивое напряжение бортовой сети
4670,12.343439,28.403767,12.2,0.3607549248912848,Неустойчивое напряжение бортовой сети
4680,12.373038,28.359873,12.2,0.3614052557748698,Неустойчивое напряжение бортовой сети
4690,12.408681,28.320771,12.2,0.36204937763870704,Неустойчивое напряжение бортовой сети
4700,12.194745,28.283813,12.2,0.3626461311047323,Неустойчивое напряжение бортовой сети
4710,12.194526,28.258273,12.2,0.36320562895056385,Неустойчивое напряжение бортовой сети
4720,12.194474,28.240279,12.2,0.3636566955000766,Неустойчивое напряжение бортовой сети
4730,12.194421,28.228684,12.2,0.36399599997152465,Неустойчивое напряжение бортовой сети
4740,12.194367,28.217099,12.2,0.3642347256699944,Неустойчивое напряжение бортовой сети
4750,12.194316,28.205515,12.2,0.3644368070260353,Неустойчивое напряжение бортовой сети
4760,12.194266,28.193931,12.2,0.36462520928544484,Неустойчивое напряжение бортовой сети
4770,12.194215,28.182346,12.2,0.36480904854927254,Неустойчивое напряжение бортовой сети
4780,12.194162,28.165743,12.2,0.3649919560849356,Неустойчивое напряжение бортовой сети
4790,12.300213,28.128414,12.2,0.3652222929312615,Неустойчивое напряжение бортовой сети
4800,12.310969,28.082918,12.2,0.365656027453918,Неустойчивое напряжение бортовой сети
4810,12.218759,28.042228,12.2,0.3662421113094504,Неустойчивое напряжение бортовой сети
4820,12.194097,28.017119,12.2,0.36684011277000395,Неустойчивое напряжение бортовой сети
4830,12.194048,27.998786,12.2,0.3673065255625326,Неустойчивое напряжение бортовой сети
4840,12.193998,27.984853,12.2,0.36765790463788744,Неустойчивое напряжение бортовой сети
4850,12.193944,27.958756,12.2,0.3679244969198546,Неустойчивое напряжение бортовой сети
4860,12.193888,27.929693,12.2,0.3682751989733334,Неустойчивое напряжение бортовой сети
4870,12.193833,27.906703,12.2,0.3686859635829103,Неустойчивое напряжение бортовой сети
4880,12.193781,27.895065,12.2,0.36906235273886745,Неустойчивое напряжение бортовой сети
4890,12.193732,27.88348,12.2,0.369318363728393,Неустойчивое напряжение бортовой сети
4900,12.193681,27.867926,12.2,0.3695295354795177,Неустойчивое напряжение бортовой сети
4910,12.279689,27.827359,12.2,0.3697615516089213,Неустойчивое напряжение бортовой сети
4920,12.26824,27.775365,12.2,0.3702315059624779,Неустойчивое напряжение бортовой сети
4930,12.294071,27.728814,12.2,0.3708995579503213,Неустойчивое напряжение бортовой сети
4940,12.193625,27.701327,12.2,0.3715904014180227,Неустойчивое напряжение бортовой сети
4950,12.193572,27.682114,12.2,0.37211641833211534,Неустойчивое напряжение бортовой сети
4960,12.39315,27.657143,12.2,0.372501925451762,Неустойчивое напряжение бортовой сети
4970,12.370585,27.614485,12.2,0.3728814056417968,Неустойчивое напряжение бортовой сети
4980,12.348963,27.564171,12.2,0.37342888671075447,Неустойчивое напряжение бортовой сети
4990,12.36533,27.511641,12.2,0.37411355764670373,Неустойчивое напряжение бортовой сети
5000,12.404638,27.459372,12.2,0.374872764017553,Неустойчивое напряжение бортовой сети
5010,12.373644,27.407279,12.2,0.375658841906239,Неустойчивое напряжение бортовой сети
5020,12.362546,27.36025,12.2,0.3764542563691442,Неустойчивое напряжение бортовой сети
5030,12.324448,27.323917,12.2,0.37720379956585515,Неустойчивое напряжение бортовой сети
5040,12.193485,27.29217,12.2,0.3571425617732487,Неустойчивое напряжение бортовой сети
5050,12.299925,27.2596,12.2,0.3707739596234816,Неустойчивое напряжение бортовой сети
5060,12.3585,27.222277,12.2,0.3761055016227729,Неустойчивое напряжение бортовой сети
5070,12.391939,27.182878,12.2,0.3784311418241737,Неустойчивое напряжение бортовой сети
5080,12.391947,27.146074,12.2,0.3796725261404743,Неустойчивое напряжение бортовой сети
5090,12.193393,27.116165,12.2,0.3806303014202721,Неустойчивое напряжение бортовой сети
5100,12.19334,27.08923,12.2,0.38115183039421896,Неустойчивое напряжение бортовой сети
5110,12.193284,27.06364,12.2,0.38161708500896446,Неустойчивое напряжение бортовой сети
5120,12.19313,27.038983,12.2,0.3820488127831135,Неустойчивое напряжение бортовой сети
5130,12.192859,27.014702,12.2,0.3824743587221243,Неустойчивое напряжение бортовой сети
5140,12.382396,26.982383,12.2,0.38291241914917024,Неустойчивое напряжение бортовой сети
5150,12.3563,26.93266,12.2,0.38339403484018875,Неустойчивое напряжение бортовой сети
5160,12.279697,26.875467,12.2,0.38406670944483656,Неустойчивое напряжение бортовой сети
5170,12.263312,26.821485,12.2,0.38488611422631464,Неустойчивое напряжение бортовой сети
5180,12.284921,26.779225,12.2,0.3857288636562805,Неустойчивое напряжение бортовой сети
5190,12.324652,26.742058,12.2,0.38646322026902125,Неустойчивое напряжение бортовой сети
5200,12.192509,26.712912,12.2,0.38710690931001934,Неустойчивое напряжение бортовой сети
5210,12.192206,26.698972,12.2,0.3876893925860622,Неустойчивое напряжение бортовой сети
5220,12.191875,26.687388,12.2,0.3880876981431134,Неустойчивое напряжение бортовой сети
5230,12.26139,26.666359,12.2,0.38839897039520466,Неустойчивое напряжение бортовой сети
5240,12.273262,26.614829,12.2,0.38872402230780795,Неустойчивое напряжение бортовой сети
5250,12.311458,26.566503,12.2,0.38936512731037987,Неустойчивое напряжение бортовой сети
5260,12.365929,26.528148,12.2,0.3900914257162395,Неустойчивое напряжение бортовой сети
5270,12.191287,26.501471,12.2,0.3907493733464341,Неустойчивое напряжение бортовой сети
5280,12.190937,26.488698,12.2,0.39135334559361856,Неустойчивое напряжение бортовой сети
5290,12.190551,26.473481,12.2,0.3917584733982594,Неустойчивое напряжение бортовой сети
5300,12.290811,26.440405,12.2,0.39211896066077867,Неустойчивое напряжение бортовой сети
5310,12.333046,26.400666,12.2,0.39258777365607334,Неустойчивое напряжение бортовой сети
5320,12.190214,26.365304,12.2,0.39316627794372616,Неустойчивое напряжение бортовой сети
5330,12.18983,26.343625,12.2,0.39379240251252795,Неустойчивое напряжение бортовой сети
5340,12.189433,26.330671,12.2,0.39430364985927313,Неустойчивое напряжение бортовой сети
5350,12.188995,26.319086,12.2,0.3946844606087222,Неустойчивое напряжение бортовой сети
5360,12.188554,26.302554,12.2,0.39500860186301945,Неустойчивое напряжение бортовой сети
5370,12.188107,26.278453,12.2,0.39536297791962327,Неустойчивое напряжение бортовой сети
5380,12.187669,26.249663,12.2,0.3958078661573664,Неустойчивое напряжение бортовой сети
5390,12.432029,26.212389,12.2,0.3963343467148861,Неустойчивое напряжение бортовой сети
5400,12.410127,26.171495,12.2,0.3969134750306052,Неустойчивое напряжение бортовой сети
5410,12.367637,26.12575,12.2,0.3975504296563322,Неустойчивое напряжение бортовой сети
5420,12.346609,26.072008,12.2,0.3982598432223621,Неустойчивое напряжение бортовой сети
5430,12.363614,26.014866,12.2,0.3990801993336546,Неустойчивое напряжение бортовой сети
5440,12.403018,25.963967,12.2,0.3999783154027358,Неустойчивое напряжение бортовой сети
5450,12.187951,25.928614,12.2,0.4008409436121134,Неустойчивое напряжение бортовой сети
5460,12.187075,25.89996,12.2,0.40152774247492157,Неустойчивое напряжение бортовой сети
5470,12.186523,25.870125,12.2,0.4021686909024843,Неустойчивое напряжение бортовой сети
5480,12.253275,25.833406,12.2,0.4027987536423301,Неустойчивое напряжение бортовой сети
5490,12.259569,25.793677,12.2,0.40341496512827796,Неустойчивое напряжение бортовой сети
5500,12.295981,25.755844,12.2,0.40405916815918086,Неустойчивое напряжение бортовой сети
5510,12.186182,25.724022,12.2,0.4046954960732654,Неустойчивое напряжение бортовой сети
5520,12.185679,25.694804,12.2,0.40531651127566326,Неустойчивое напряжение бортовой сети
5530,12.185141,25.665263,12.2,0.40592873736844837,Неустойчивое напряжение бортовой сети
5540,12.184548,25.633336,12.2,0.40654684551072534,Неустойчивое напряжение бортовой сети
5550,12.18391,25.600363,12.2,0.40720092936148833,Неустойчивое напряжение бортовой сети
5560,12.183274,25.573523,12.2,0.4078866126639622,Неустойчивое напряжение бортовой сети
5570,12.182655,25.561074,12.2,0.4085184249763558,Неустойчивое напряжение бортовой сети
5580,12.18204,25.549489,12.2,0.4089737640608506,Неустойчивое напряжение бортовой сети
5590,12.181395,25.537905,12.2,0.4093543235166526,Неустойчивое напряжение бортовой сети
5600,12.180684,25.519694,12.2,0.4097115364949324,Неустойчивое напряжение бортовой сети
5610,12.179914,25.492664,12.2,0.4101409809781892,Неустойчивое напряжение бортовой сети
5620,12.366366,25.455079,12.2,0.410701015487529,Неустойчивое напряжение бортовой сети
5630,12.406088,25.398183,12.2,0.4113098769827401,Неустойчивое напряжение бортовой сети
5640,12.426817,25.353375,12.2,0.41214597912344786,Неустойчивое напряжение бортовой сети
5650,12.409493,25.31495,12.2,0.4129365840642575,Неустойчивое напряжение бортовой сети
5660,12.17897,25.284954,12.2,0.41364177853166995,Неустойчивое напряжение бортовой сети
5670,12.178048,25.266473,12.2,0.41436320695571904,Неустойчивое напряжение бортовой сети
5680,12.177076,25.254831,12.2,0.41496248934460794,Неустойчивое напряжение бортовой сети
5690,12.1761,25.243247,12.2,0.4154484666540076,Неустойчивое напряжение бортовой сети
5700,12.175138,25.231662,12.2,0.41589356229515,Неустойчивое напряжение бортовой сети
5710,12.37853,25.21309,12.2,0.41632196909349983,Неустойчивое напряжение бортовой сети
5720,12.362552,25.163263,12.2,0.4166784715391463,Неустойчивое напряжение бортовой сети
5730,12.329696,25.11361,12.2,0.41735021992106214,Неустойчивое напряжение бортовой сети
5740,12.330743,25.074953,12.2,0.41813785088304656,Неустойчивое напряжение бортовой сети
5750,12.36473,25.037912,12.2,0.4188489727712912,Неустойчивое напряжение бортовой сети
5760,12.41678,25.001629,12.2,0.4195150192827588,Неустойчивое напряжение бортовой сети
5770,12.42135,24.96681,12.2,0.4201573839332585,Неустойчивое напряжение бортовой сети
5780,12.173674,24.93462,12.2,0.42077333488121677,Неустойчивое напряжение бортовой сети
5790,12.172661,24.903552,12.2,0.4215646194445768,Неустойчивое напряжение бортовой сети
5800,12.172534,24.867716,12.2,0.4223433095281888,Неустойчивое напряжение бортовой сети
5810,12.17111,24.851544,12.2,0.4230415318535447,Неустойчивое напряжение бортовой сети
5820,12.170015,24.83996,12.2,0.4236816510771612,Неустойчивое напряжение бортовой сети
5830,12.39752,24.821088,12.2,0.4242018266446482,Неустойчивое напряжение бортовой сети
5840,12.391511,24.771298,12.2,0.4245982973448174,Неустойчивое напряжение бортовой сети
5850,12.351798,24.720808,12.2,0.4252929211462534,Неустойчивое напряжение бортовой сети
5860,12.26754,24.682702,12.2,0.42610699772845795,Неустойчивое напряжение бортовой сети
5870,12.168292,24.648591,12.2,0.4268284505627421,Неустойчивое напряжение бортовой сети
5880,12.166941,24.624391,12.2,0.42772143516793537,Неустойчивое напряжение бортовой сети
5890,12.165605,24.608252,12.2,0.428513721868755,Неустойчивое напряжение бортовой сети
5900,12.16423,24.596667,12.2,0.4291744320417783,Неустойчивое напряжение бортовой сети
5910,12.162829,24.585082,12.2,0.4297412810284196,Неустойчивое напряжение бортовой сети
5920,12.161303,24.573498,12.2,0.43027817015969544,Неустойчивое напряжение бортовой сети
5930,12.159684,24.561913,12.2,0.4308205331153456,Неустойчивое напряжение бортовой сети
5940,12.158057,24.550329,12.2,0.4313792340654689,Неустойчивое напряжение бортовой сети
5950,12.156465,24.532793,12.2,0.43194564501081595,Неустойчивое напряжение бортовой сети
5960,12.339105,24.499278,12.2,0.43257643450566163,Неустойчивое напряжение бортовой сети
5970,12.304934,24.460415,12.2,0.4331810551609244,Неустойчивое напряжение бортовой сети
5980,12.26941,24.417982,12.2,0.43383655162254947,Неустойчивое напряжение бортовой сети
5990,12.265191,24.371414,12.2,0.43455160906301,Неустойчивое напряжение бортовой сети
6000,12.296156,24.323115,12.2,0.43533617483830894,Неустойчивое напряжение бортовой сети
6010,12.382514,24.276535,12.2,0.4361665946726752,Неустойчивое напряжение бортовой сети
6020,12.392269,24.234751,12.2,0.4369960789123364,Неустойчивое напряжение бортовой сети
6030,12.365128,24.195038,12.2,0.4377716739261958,Неустойчивое напряжение бортовой сети
6040,12.326047,24.158675,12.2,0.4229466425603262,Неустойчивое напряжение бортовой сети
6050,12.153843,24.128114,12.2,0.4179213452719568,Неустойчивое напряжение бортовой сети
6060,12.152012,24.100025,12.2,0.43232807917367577,Неустойчивое напряжение бортовой сети
6070,12.410104,24.061706,12.2,0.4382037891525582,Неустойчивое напряжение бортовой сети
6080,12.43023,24.01066,12.2,0.4407991789555074,Неустойчивое напряжение бортовой сети
6090,12.412277,23.969119,12.2,0.44243916596130084,Неустойчивое напряжение бортовой сети
6100,12.372204,23.930196,12.2,0.443515462877501,Неустойчивое напряжение бортовой сети
6110,12.150376,23.894726,12.2,0.4442485614800402,Неустойчивое напряжение бортовой сети
6120,12.14815,23.870696,12.2,0.4451522461662297,Неустойчивое напряжение бортовой сети
6130,12.145919,23.84688,12.2,0.4460709171952404,Неустойчивое напряжение бортовой сети
6140,12.143717,23.815971,12.2,0.4469921031810981,Неустойчивое напряжение бортовой сети
6150,12.33953,23.781924,12.2,0.4479922872249648,Неустойчивое напряжение бортовой сети
6160,12.141441,23.751186,12.2,0.4487495515732818,Неустойчивое напряжение бортовой сети
6170,12.139105,23.72956,12.2,0.449696728881831,Неустойчивое напряжение бортовой сети
6180,12.136612,23.711869,12.2,0.4506171022186398,Неустойчивое напряжение бортовой сети
6190,12.134094,23.689486,12.2,0.4515038014339565,Неустойчивое напряжение бортовой сети
6200,12.405138,23.654517,12.2,0.45243488590507946,Неустойчивое напряжение бортовой сети
6210,12.365982,23.614117,12.2,0.4531786016897563,Неустойчивое напряжение бортовой сети
6220,12.131985,23.581214,12.2,0.45391508264670904,Неустойчивое напряжение бортовой сети
6230,12.12913,23.567859,12.2,0.45485629426481133,Неустойчивое напряжение бортовой сети
6240,12.126043,23.556275,12.2,0.45574971453755436,Неустойчивое напряжение бортовой сети
6250,12.122866,23.542663,12.2,0.4566364208819086,Неустойчивое напряжение бортовой сети
